Claim Number,city,state
2009081462610,Louisville,KY
2007020220064,Louisville,KY
2015051322507,Louisville,KY
2009112365605,Louisville,KY
2012120499014,Louisville,KY
2014020711563,Louisville,KY
2015061023016,Louisville,KY
2004121769207,Louisville,KY
2005033180796,Louisville,KY
0529071L,Louisville,KY
2006091912862,Louisville,KY
2004080460574,Louisville,KY
2005012274001,Louisville,KY
2008053045039,Louisville,KY
2012060494497,Louisville,KY
2009020455164,Louisville,KY
2007102533935,Louisville,KY
2009032056715,Louisville,KY
2005091492431,Louisville,KY
2012010690024,Louisville,KY
2006012400227,Louisville,KY
2007071628388,Louisville,KY
2005120196758,Louisville,KY
2008101551152,Louisville,KY
2006040404027,Louisville,KY
2004062857541,Louisville,KY
2004092363684,Louisville,KY
2005072189416,Louisville,KY
2009042958138,Louisville,KY
2005021075909,Louisville,KY
2009032656941,Louisville,KY
1022099M,Louisville,KY
0915026M,Louisville,KY
2005013175045,Louisville,KY
2010091575984,Louisville,KY
2010091375924,Louisville,KY
25720,Louisville,KY
0617646L,Louisville,KY
2009091763773,Louisville,KY
2015050122249,Louisville,KY
2012112798879,Louisville,KY
0905004M,Louisville,KY
2007101733549,Louisville,KY
2007050224859,Louisville,KY
2008031941251,Louisville,KY
2004071659599,Louisville,KY
2008010937587,Louisville,KY
2015071423817,Louisville,KY
0506048L,Louisville,KY
2005060185598,Louisville,KY
2009010654137,Louisville,KY
2007112935689,Louisville,KY
2008021539714,Louisville,KY
1022372M,Louisville,KY
2005052385257,Louisville,KY
2006050905764,Louisville,KY
2007110234275,Louisville,KY
2015120827408,Louisville,KY
1205688M,Louisville,KY
2009110665202,Louisville,KY
1126115M,Louisville,KY
0305055L,Louisville,KY
0603202L,Louisville,KY
1205179M,Louisville,KY
2005012574188,Louisville,KY
0105087M,Louisville,KY
2009090463371,Louisville,KY
2007083131254,Louisville,KY
2008010237152,Louisville,KY
2009103064986,Louisville,KY
2009071761357,Louisville,KY
2012111298587,Louisville,KY
2010031069379,Louisville,KY
2009102264651,Louisville,KY
2007110634570,Louisville,KY
2006051005821,Louisville,KY
2005072089307,Louisville,KY
2008112052602,Louisville,KY
0507009L,Louisville,KY
1208113M,Louisville,KY
2005050484074,Louisville,KY
2013081405899,Louisville,KY
2006041804683,Louisville,KY
2006102514546,Louisville,KY
0409016L,Louisville,KY
2007052225790,Louisville,KY
2010092076210,Louisville,KY
2010111777918,Louisville,KY
2013030502385,Louisville,KY
2008052744831,Louisville,KY
2005020375623,Louisville,KY
2005062086580,Louisville,KY
2005061686498,Louisville,KY
2008011638011,Louisville,KY
23932,Louisville,KY
2005042983655,Louisville,KY
2006121317031,Louisville,KY
2007030922028,Louisville,KY
2016010528093,Louisville,KY
2008060445283,Louisville,KY
2013030502399,Louisville,KY
2006122918145,Louisville,KY
2015080624659,Louisville,KY
2008091549873,Louisville,KY
2012102397933,Louisville,KY
2006091812759,Louisville,KY
1021019M,Louisville,KY
0520169L,Louisville,KY
2008010737407,Louisville,KY
2008121253348,Louisville,KY
2004060154054,Louisville,KY
2006012099988,Louisville,KY
2004091562858,Louisville,KY
2006091112307,Louisville,KY
2009112365598,Louisville,KY
2008030540464,Louisville,KY
0219031M,Louisville,KY
2004071659604,Louisville,KY
2008123053864,Louisville,KY
2013061404380,Louisville,KY
2007040323407,Louisville,KY
2008100250719,Louisville,KY
2007052325880,Louisville,KY
2005091992724,Louisville,KY
0220001L,Louisville,KY
2009120265948,Louisville,KY
2015052222716,Louisville,KY
2013091306892,Louisville,KY
2005041182113,Louisville,KY
2008052744849,Louisville,KY
2006081110910,Louisville,KY
2006020200805,Louisville,KY
2005121697949,Louisville,KY
0603199L,Louisville,KY
2009050458291,Louisville,KY
0925119M,Louisville,KY
2006102214370,Louisville,KY
0514063L,Louisville,KY
0905164M,Louisville,KY
1016039M,Louisville,KY
1006105M,Louisville,KY
1217351M,Louisville,KY
2005031778676,Louisville,KY
2008041142462,Louisville,KY
2006102114327,Louisville,KY
2008090849658,Louisville,KY
2008060445241,Louisville,KY
2014052114105,Louisville,KY
2013071005118,Louisville,KY
2005121397675,Louisville,KY
2012103198220,Louisville,KY
2005031077565,Louisville,KY
2006081811297,Louisville,KY
2005012574276,Louisville,KY
2006042505215,Louisville,KY
2007033023234,Louisville,KY
2013020601087,Louisville,KY
2010110177526,Louisville,KY
2009051458625,Louisville,KY
2007062127293,Louisville,KY
2015041321891,Louisville,KY
0130075M,Louisville,KY
2011101988113,Louisville,KY
2007061326818,Louisville,KY
2015062623458,Louisville,KY
0610187L,Louisville,KY
2004113068023,Louisville,KY
2005010472456,Louisville,KY
2005031678514,Louisville,KY
2005051384620,Louisville,KY
1205039M,Louisville,KY
2006021601651,Louisville,KY
2011111488947,Louisville,KY
2005010372202,Louisville,KY
2011111588978,Louisville,KY
2009051959031,Louisville,KY
2005120596894,Louisville,KY
2005033180702,Louisville,KY
2006030802808,Louisville,KY
2006102614612,Louisville,KY
0729244M,Louisville,KY
2014081515897,Louisville,KY
2006080910654,Louisville,KY
2013091706985,Louisville,KY
2008080648130,Louisville,KY
2010081975053,Louisville,KY
2005110395540,Louisville,KY
2005081590536,Louisville,KY
1105014M,Louisville,KY
2011101287741,Louisville,KY
2004052152938,Louisville,KY
2004103065901,Louisville,KY
2009123066932,Louisville,KY
2005110195486,Louisville,KY
2009010854216,Louisville,KY
2007122136775,Louisville,KY
2004072059831,Louisville,KY
1107285M,Louisville,KY
2007071928731,Louisville,KY
2004072760127,Louisville,KY
2007092732675,Louisville,KY
2005090292078,Louisville,KY
2005051084365,Louisville,KY
2008082949252,Louisville,KY
2005030576977,Louisville,KY
2004111366920,Louisville,KY
2005051884987,Louisville,KY
2010042071004,Louisville,KY
2010062372996,Louisville,KY
2015051322491,Louisville,KY
2008010337165,Louisville,KY
2005011973826,Louisville,KY
2005101794728,Louisville,KY
0925227M,Louisville,KY
2007121136386,Louisville,KY
1117374M,Louisville,KY
2015120827420,Louisville,KY
1117150M,Louisville,KY
2005020275424,Louisville,KY
0311112L,Louisville,KY
2005070188137,Louisville,KY
2005121497802,Louisville,KY
2006060707492,Louisville,KY
2007051725548,Louisville,KY
0114146M,Louisville,KY
2004092363764,Louisville,KY
0310085M,Louisville,KY
2005062186769,Louisville,KY
2008050543777,Louisville,KY
2009120265935,Louisville,KY
2007080729778,Louisville,KY
2005040581430,Louisville,KY
2007082130595,Louisville,KY
2015012720182,Louisville,KY
1022391M,Louisville,KY
2004062156668,Louisville,KY
1107431M,Louisville,KY
2005022276514,Louisville,KY
2008010837515,Louisville,KY
0905076M,Louisville,KY
2011061584334,Louisville,KY
2006052306803,Louisville,KY
2013040302964,Louisville,KY
2007113035772,Louisville,KY
2015050122260,Louisville,KY
2005062387066,Louisville,KY
2008102351458,Louisville,KY
2011022480520,Louisville,KY
2007101033192,Louisville,KY
2005091692638,Louisville,KY
1217154M,Louisville,KY
2007122636919,Louisville,KY
2005092893333,Louisville,KY
2009060859920,Louisville,KY
2008071046766,Louisville,KY
2008062746256,Louisville,KY
2012021791179,Louisville,KY
2006061608123,Louisville,KY
2009081362576,Louisville,KY
2009091763764,Louisville,KY
2006010598903,Louisville,KY
2009090963456,Louisville,KY
2007102533948,Louisville,KY
2004122169924,Louisville,KY
2006080410548,Louisville,KY
2007011919047,Louisville,KY
2005111596095,Louisville,KY
2006081010760,Louisville,KY
2010033170286,Louisville,KY
2010090775703,Louisville,KY
2011103188576,Louisville,KY
2012030191413,Louisville,KY
2012062794974,Louisville,KY
2012042493156,Louisville,KY
2012052194113,Louisville,KY
2015061223124,Louisville,KY
2011052483725,Louisville,KY
2010052772185,Louisville,KY
2010082875436,Louisville,KY
2010071573704,Louisville,KY
2010081374766,Louisville,KY
2011022380352,Louisville,KY
2013021501507,Louisville,KY
2011062184512,Louisville,KY
2011081286132,Louisville,KY
2010102177162,Louisville,KY
2011071585283,Louisville,KY
2012032992244,Louisville,KY
2014070915054,Louisville,KY
2015072124071,Louisville,KY
2011012579749,Louisville,KY
2011021080083,Louisville,KY
2011040181755,Louisville,KY
2014030612241,Louisville,KY
2012091196721,Louisville,KY
2010073074207,Louisville,KY
2011052383673,Louisville,KY
2011081286096,Louisville,KY
2013031102511,Louisville,KY
2014081816005,Louisville,KY
2010081374783,Louisville,KY
2011032881409,Louisville,KY
2012122199354,Louisville,KY
2011100487376,Louisville,KY
2015060822951,Louisville,KY
2010091676052,Louisville,KY
2011101988176,Louisville,KY
2015101926068,Louisville,KY
2010090275598,Louisville,KY
2010100176578,Louisville,KY
2010101877013,Louisville,KY
2011072085327,Louisville,KY
2011110388661,Louisville,KY
2012051493877,Louisville,KY
2012053194433,Louisville,KY
2015031921380,Louisville,KY
2010030369019,Louisville,KY
2010080674611,Louisville,KY
2011100487477,Louisville,KY
2012042493141,Louisville,KY
2012051493918,Louisville,KY
2015100225856,Louisville,KY
2010032269877,Louisville,KY
2010031369581,Louisville,KY
2010032369903,Louisville,KY
2010102977498,Louisville,KY
2010110177523,Louisville,KY
2012020790764,Louisville,KY
2010010767295,Louisville,KY
2010042371118,Louisville,KY
2011012579741,Louisville,KY
2011062484605,Louisville,KY
2013080205607,Louisville,KY
2013102808072,Louisville,KY
2013041803237,Louisville,KY
2013062604753,Louisville,KY
2013061204300,Louisville,KY
2014080215573,Louisville,KY
2006111715759,Louisville,KY
2011022480507,Louisville,KY
2015112027033,Louisville,KY
2014041113149,Louisville,KY
2010062272923,Louisville,KY
2015091425347,Louisville,KY
2016010828220,Louisville,KY
2013110808984,Louisville,KY
2010050671546,Louisville,KY
2013090906705,Louisville,KY
2015010519553,Louisville,KY
2013111309214,Louisville,KY
2010082175198,Louisville,KY
2013080805775,Louisville,KY
2013091907096,Louisville,KY
2013110909015,Louisville,KY
2014072415394,Louisville,KY
2014120919065,Louisville,KY
2015072824285,Louisville,KY
0129162M,Louisville,KY
2007080729785,Louisville,KY
2014041413192,Louisville,KY
0224049L,Louisville,KY
1231000M,Louisville,KY
2004052153040,Louisville,KY
2005033080513,Louisville,KY
2011020980034,Louisville,KY
2013110108550,Louisville,KY
2014013011304,Louisville,KY
2014011310775,Louisville,KY
2014121919329,Louisville,KY
2011012079663,Louisville,KY
2013123110370,Louisville,KY
2015080624618,Louisville,KY
2012091896947,Louisville,KY
2013102908286,Louisville,KY
2014121119136,Louisville,KY
2009113065797,Lubbock,TX
2004060855137,Lubbock,TX
2006010999065,Lubbock,TX
2006011799637,Lubbock,TX
2009070660882,Lubbock,TX
2006052406903,Lubbock,TX
2006103114896,Lubbock,TX
2010022668769,Lubbock,TX
2009063060721,Lubbock,TX
2009090163193,Lubbock,TX
2008092250200,Lubbock,TX
2006101914211,Lubbock,TX
2006032203489,Lubbock,TX
2007050725042,Lubbock,TX
2008050643881,Lubbock,TX
2009073162086,Lubbock,TX
2006032703737,Lubbock,TX
2006050305674,Lubbock,TX
2011033081501,Lubbock,TX
2004051050877,Lubbock,TX
2004090862362,Lubbock,TX
2007032322822,Lubbock,TX
2007100332906,Lubbock,TX
2009021255450,Lubbock,TX
2005021776396,Lubbock,TX
2006020200815,Lubbock,TX
2008071546940,Lubbock,TX
2006051506294,Lubbock,TX
2007020720432,Lubbock,TX
2006061307899,Lubbock,TX
2005102695206,Lubbock,TX
2005122198180,Lubbock,TX
2008010937600,Lubbock,TX
2007073129407,Lubbock,TX
2005093093529,Lubbock,TX
2008102051308,Lubbock,TX
2004062957696,Lubbock,TX
2004083161736,Lubbock,TX
2006061908196,Lubbock,TX
2005121998027,Lubbock,TX
2008071446895,Lubbock,TX
2014052914271,Lubbock,TX
2012112898913,Lubbock,TX
2007111334858,Lubbock,TX
2004070158104,Lubbock,TX
2008072847539,Lubbock,TX
2006112916408,Lubbock,TX
2007120536071,Lubbock,TX
2008073047750,Lubbock,TX
2005060385760,Lubbock,TX
2009032056741,Lubbock,TX
2006071409466,Lubbock,TX
2006011299490,Lubbock,TX
2006071009228,Lubbock,TX
2005042783495,Lubbock,TX
2009042057759,Lubbock,TX
2009041657595,Lubbock,TX
2004092964236,Lubbock,TX
2008092250221,Lubbock,TX
2004052853769,Lubbock,TX
2009071461223,Lubbock,TX
2009072061450,Lubbock,TX
2008060345183,Lubbock,TX
2004070158216,Lubbock,TX
2007083131265,Lubbock,TX
2005032579831,Lubbock,TX
2005052485499,Lubbock,TX
2006071209325,Lubbock,TX
2007100232855,Lubbock,TX
2005071288774,Lubbock,TX
2010092976512,Lubbock,TX
2006070709156,Lubbock,TX
2009090863414,Lubbock,TX
2004122069301,Lubbock,TX
2007032923197,Lubbock,TX
2004122169825,Lubbock,TX
2004051451965,Lubbock,TX
0505089L,Lubbock,TX
2005111896272,Lubbock,TX
2008041142450,Lubbock,TX
2006092113084,Lubbock,TX
2010101877034,Lubbock,TX
2010062372953,Lubbock,TX
2014031312419,Lubbock,TX
2006121417088,Lubbock,TX
2005051985094,Lubbock,TX
2005100493928,Lubbock,TX
2007042724604,Lubbock,TX
2009092163882,Lubbock,TX
2008022540034,Lubbock,TX
2004122770890,Lubbock,TX
2006040504088,Lubbock,TX
2005030176874,Lubbock,TX
2008120953228,Lubbock,TX
2004071359207,Lubbock,TX
2008010337227,Lubbock,TX
2008031741164,Lubbock,TX
2007022821696,Lubbock,TX
2005062086590,Lubbock,TX
2008091649984,Lubbock,TX
2011111588965,Lubbock,TX
2012041192816,Lubbock,TX
2014071515174,Lubbock,TX
2010071973877,Lubbock,TX
2010110977689,Lubbock,TX
2015090225257,Lubbock,TX
2014081815992,Lubbock,TX
2010033070208,Lubbock,TX
2010101076829,Lubbock,TX
2012030791581,Lubbock,TX
2012092897227,Lubbock,TX
2015052822832,Lubbock,TX
2010061672700,Lubbock,TX
2011120989457,Lubbock,TX
2011112589173,Lubbock,TX
2013082206190,Lubbock,TX
2014081515900,Lubbock,TX
2010091575999,Lubbock,TX
2012041092780,Lubbock,TX
2011083186590,Lubbock,TX
2012020390653,Lubbock,TX
2014010610486,Lubbock,TX
2005071388849,Lubbock,TX
2015110926747,Lubbock,TX
2004070758638,Lubbock,TX
2005010472706,Lubbock,TX
2014112418484,Lubbock,TX
2011092987226,Lubbock,TX
2014112518585,Lubbock,TX
2014120418884,Lubbock,TX
2009082863114,San Juan,PR
2004121068970,San Juan,PR
2004102265632,San Juan,PR
2008121553390,San Juan,PR
2007021621095,San Juan,PR
2005070188030,San Juan,PR
2008061145507,San Juan,PR
2009102964936,San Juan,PR
2009111965513,San Juan,PR
2005100694157,San Juan,PR
2008090449433,San Juan,PR
2005050383881,San Juan,PR
2007110534444,San Juan,PR
2004080360513,San Juan,PR
2008120353069,San Juan,PR
1217294M,San Juan,PR
2009052159271,San Juan,PR
2008030440411,San Juan,PR
2006120616731,San Juan,PR
2008061745764,San Juan,PR
2005031878730,San Juan,PR
1022061M,San Juan,PR
2004122971733,San Juan,PR
2008062546139,San Juan,PR
0120075M,San Juan,PR
2006011399583,San Juan,PR
2004092964228,San Juan,PR
2005042082873,San Juan,PR
2007041223881,San Juan,PR
2007101533386,San Juan,PR
2005101294430,San Juan,PR
0130248M,San Juan,PR
2005031177815,San Juan,PR
2006122017537,San Juan,PR
2004080360451,San Juan,PR
2004121068971,San Juan,PR
2006082811668,San Juan,PR
2008031441062,San Juan,PR
2004051452142,San Juan,PR
2006060507351,San Juan,PR
2005010372361,San Juan,PR
2008061845803,San Juan,PR
2007101833664,San Juan,PR
2009031656264,San Juan,PR
2007062927654,San Juan,PR
2009052659469,San Juan,PR
2006012099972,San Juan,PR
2004122069395,San Juan,PR
2009121166427,San Juan,PR
2008101651199,San Juan,PR
2005111796198,San Juan,PR
2005120596973,San Juan,PR
2008112052587,San Juan,PR
2006062208438,San Juan,PR
2004061655955,San Juan,PR
0305083M,San Juan,PR
2007111334855,San Juan,PR
2009060359834,San Juan,PR
2006041304494,San Juan,PR
2008051444228,San Juan,PR
2007041624039,San Juan,PR
0305135M,San Juan,PR
2006122217848,San Juan,PR
2006071809699,San Juan,PR
0105330M,San Juan,PR
2005070588169,San Juan,PR
2006060607390,San Juan,PR
0105597M,San Juan,PR
2007021521000,San Juan,PR
2007060626370,San Juan,PR
2004070358249,San Juan,PR
2009042457977,San Juan,PR
2007041123712,San Juan,PR
2009090863397,San Juan,PR
2007080629637,San Juan,PR
0305023L,San Juan,PR
2004110466344,San Juan,PR
2008041642624,San Juan,PR
2008102351477,San Juan,PR
2006040604118,San Juan,PR
2007030721957,San Juan,PR
2009062260490,San Juan,PR
2005051184484,San Juan,PR
2005010372362,San Juan,PR
2007050424973,San Juan,PR
2006111515636,San Juan,PR
2007040623569,San Juan,PR
2009082763064,San Juan,PR
2006030802759,San Juan,PR
2004111266877,San Juan,PR
2007041323984,San Juan,PR
2009083163177,San Juan,PR
2009051959082,San Juan,PR
0507029L,San Juan,PR
2008081248400,San Juan,PR
2006092213140,San Juan,PR
2006050205601,San Juan,PR
0105443M,San Juan,PR
2006011799643,San Juan,PR
2005012874806,San Juan,PR
2006011099234,San Juan,PR
2005040681722,San Juan,PR
2006101013796,San Juan,PR
2008072447393,San Juan,PR
2006042004793,San Juan,PR
2005083091913,San Juan,PR
2004092964148,San Juan,PR
0107054M,San Juan,PR
2008030640536,San Juan,PR
0305047M,San Juan,PR
2007091431964,San Juan,PR
2006071809645,San Juan,PR
2008080447937,San Juan,PR
2007042024274,San Juan,PR
2009010954303,San Juan,PR
2006040704242,San Juan,PR
2005070588165,San Juan,PR
2007040923643,San Juan,PR
2012050293524,San Juan,PR
2009061860310,San Juan,PR
2006050105544,San Juan,PR
2005051884961,San Juan,PR
2006030602627,San Juan,PR
2006113016494,San Juan,PR
2007021520999,San Juan,PR
2008010437383,San Juan,PR
2009051858708,San Juan,PR
2006080910615,San Juan,PR
2004122771063,San Juan,PR
2006042404968,San Juan,PR
2007032022635,San Juan,PR
2008070146439,San Juan,PR
2006022402138,San Juan,PR
2009050458334,San Juan,PR
2007082230661,San Juan,PR
2004090962419,San Juan,PR
2004091362741,San Juan,PR
0708113M,San Juan,PR
2006011099283,San Juan,PR
2008060245096,San Juan,PR
2005110995846,San Juan,PR
2004051852777,San Juan,PR
2008051444270,San Juan,PR
2008080648109,San Juan,PR
2005050283821,San Juan,PR
2007061827049,San Juan,PR
2007072028738,San Juan,PR
2007081030066,San Juan,PR
2006012400274,San Juan,PR
2007071628367,San Juan,PR
1222019M,San Juan,PR
2008041742829,San Juan,PR
2006091912873,San Juan,PR
2007042624558,San Juan,PR
2008040141673,San Juan,PR
2014091616608,San Juan,PR
0813180M,San Juan,PR
2004060154052,San Juan,PR
2008010937579,San Juan,PR
0105596M,San Juan,PR
2008042543369,San Juan,PR
2008052144649,San Juan,PR
2006060207267,San Juan,PR
2007090531374,San Juan,PR
2007050224834,San Juan,PR
2008081348472,San Juan,PR
2008032841598,San Juan,PR
2004070158078,San Juan,PR
2008012938733,San Juan,PR
2008052344756,San Juan,PR
0923029M,San Juan,PR
0520242L,San Juan,PR
2005050584195,San Juan,PR
0616106L,San Juan,PR
2006040704195,San Juan,PR
2007013119906,San Juan,PR
2007032322797,San Juan,PR
2008030440389,San Juan,PR
0421060L,San Juan,PR
2005041482600,San Juan,PR
2006040704226,San Juan,PR
2007032923186,San Juan,PR
2008062746264,San Juan,PR
2005120897333,San Juan,PR
2005031878716,San Juan,PR
2008072447382,San Juan,PR
2006040303882,San Juan,PR
2008052344790,San Juan,PR
2008112452714,San Juan,PR
2008022039814,San Juan,PR
2008082749173,San Juan,PR
2008091950139,San Juan,PR
2007110234375,San Juan,PR
2012052994338,San Juan,PR
2004090161826,San Juan,PR
2006042405002,San Juan,PR
2006082511564,San Juan,PR
2007070327762,San Juan,PR
2007020520136,San Juan,PR
2004062557329,San Juan,PR
2006040404051,San Juan,PR
2006110114978,San Juan,PR
2007031922446,San Juan,PR
2007091331815,San Juan,PR
2005021476119,San Juan,PR
2006021001325,San Juan,PR
2007011118658,San Juan,PR
2009052259404,San Juan,PR
2007060626416,San Juan,PR
2008090849590,San Juan,PR
2007103134190,San Juan,PR
2008102451512,San Juan,PR
2005082691582,San Juan,PR
2006010999144,San Juan,PR
2007011818985,San Juan,PR
2006091212393,San Juan,PR
2007031522363,San Juan,PR
2006012500319,San Juan,PR
2007032022634,San Juan,PR
2004122270333,San Juan,PR
2004063057854,San Juan,PR
2004051351734,San Juan,PR
2008031240913,San Juan,PR
2008040842135,San Juan,PR
2009080362123,San Juan,PR
2004090862338,San Juan,PR
2006082811666,San Juan,PR
2007120736201,San Juan,PR
2008110451797,San Juan,PR
2009051959011,San Juan,PR
2006010498686,San Juan,PR
0205076M,San Juan,PR
2007091431927,San Juan,PR
2007092032328,San Juan,PR
2007012219114,San Juan,PR
2008041142505,San Juan,PR
2007011818958,San Juan,PR
2005083091888,San Juan,PR
2007010418271,San Juan,PR
2008021139350,San Juan,PR
2005062887618,San Juan,PR
2009010954321,San Juan,PR
1126178M,San Juan,PR
2005102195032,San Juan,PR
2009040257118,San Juan,PR
2004111566996,San Juan,PR
2008042443315,San Juan,PR
2005032178905,San Juan,PR
2004090161870,San Juan,PR
2008071847140,San Juan,PR
2006012500358,San Juan,PR
2006011299505,San Juan,PR
2005022376625,San Juan,PR
2005072089306,San Juan,PR
2004061756109,San Juan,PR
2008071146820,San Juan,PR
2008090849641,San Juan,PR
2005072089305,San Juan,PR
2009021355511,San Juan,PR
2004060955234,San Juan,PR
2008040741990,San Juan,PR
2005031077578,San Juan,PR
2007071628434,San Juan,PR
2009080362159,San Juan,PR
2005033180875,San Juan,PR
2008091850048,San Juan,PR
2006020901304,San Juan,PR
2008072847503,San Juan,PR
2004122169752,San Juan,PR
2004071559423,San Juan,PR
2005032279334,San Juan,PR
2008041142512,San Juan,PR
2006053007072,San Juan,PR
2006081110808,San Juan,PR
2008090349408,San Juan,PR
2005083191976,San Juan,PR
2006081110811,San Juan,PR
1217541M,San Juan,PR
2006120516643,San Juan,PR
2007080829895,San Juan,PR
2005071889097,San Juan,PR
2005050584137,San Juan,PR
2009051358571,San Juan,PR
2008081848703,San Juan,PR
2005090992319,San Juan,PR
2007041023675,San Juan,PR
2006111315489,San Juan,PR
2008020839343,San Juan,PR
2007052925966,San Juan,PR
2012042793322,San Juan,PR
2005072989931,San Juan,PR
2005050484047,San Juan,PR
2008093050616,San Juan,PR
2007032823113,San Juan,PR
2008110351645,San Juan,PR
2008031140835,San Juan,PR
2008080748235,San Juan,PR
0305469M,San Juan,PR
2006061207730,San Juan,PR
2006070508980,San Juan,PR
2006091112303,San Juan,PR
2007060526257,San Juan,PR
2006041904768,San Juan,PR
2006092113020,San Juan,PR
1208452M,San Juan,PR
2007092132408,San Juan,PR
2006020600988,San Juan,PR
2011052483702,San Juan,PR
2004060254262,San Juan,PR
2006011099307,San Juan,PR
2009070860941,San Juan,PR
2004110666529,San Juan,PR
2005090191981,San Juan,PR
0317007L,San Juan,PR
2006051806563,San Juan,PR
2007012219067,San Juan,PR
2008041542548,San Juan,PR
2009063060732,San Juan,PR
2006122617895,San Juan,PR
2008060945410,San Juan,PR
2004060254287,San Juan,PR
2008062646217,San Juan,PR
2008041842873,San Juan,PR
2005040681766,San Juan,PR
0203385M,San Juan,PR
2005011373629,San Juan,PR
2005122098122,San Juan,PR
2004051952874,San Juan,PR
2013021201347,San Juan,PR
2008070946634,San Juan,PR
2007091231766,San Juan,PR
2004103065871,San Juan,PR
2007010418256,San Juan,PR
2008080748247,San Juan,PR
2007070927928,San Juan,PR
2005050484015,San Juan,PR
2007060526325,San Juan,PR
2004062957792,San Juan,PR
0226032L,San Juan,PR
2006122017542,San Juan,PR
2008050143672,San Juan,PR
2007101833590,San Juan,PR
2006021301437,San Juan,PR
2006031002906,San Juan,PR
2015050122252,San Juan,PR
2004111366927,San Juan,PR
2007091431892,San Juan,PR
2004052753641,San Juan,PR
2004071559439,San Juan,PR
0603324L,San Juan,PR
2008041742814,San Juan,PR
2008123053858,San Juan,PR
2008011537957,San Juan,PR
2005011673744,San Juan,PR
2007070227703,San Juan,PR
2009010654133,San Juan,PR
2007073029304,San Juan,PR
2006030602622,San Juan,PR
2006122017513,San Juan,PR
2009011454513,San Juan,PR
2004061956381,San Juan,PR
2004120268329,San Juan,PR
2008071046742,San Juan,PR
2007011118671,San Juan,PR
2007042724613,San Juan,PR
2005072789747,San Juan,PR
2007112635428,San Juan,PR
2006040303929,San Juan,PR
2006062008271,San Juan,PR
2009011354430,San Juan,PR
2009100264278,San Juan,PR
2004120168085,San Juan,PR
2009071661294,San Juan,PR
2007040323395,San Juan,PR
2009082663008,San Juan,PR
2007112035272,San Juan,PR
2008061045446,San Juan,PR
2006072409948,San Juan,PR
2008051544342,San Juan,PR
2004092363715,San Juan,PR
2005081790762,San Juan,PR
2006050205623,San Juan,PR
2007042724654,San Juan,PR
2009011354400,San Juan,PR
2010030369044,San Juan,PR
2004111266869,San Juan,PR
2012122799368,San Juan,PR
2009091463580,San Juan,PR
1205281M,San Juan,PR
2009012154667,San Juan,PR
0226420M,San Juan,PR
0107314M,San Juan,PR
2005020275304,San Juan,PR
2008080748229,San Juan,PR
2007040623625,San Juan,PR
2009021755601,San Juan,PR
2005101194356,San Juan,PR
2008063046392,San Juan,PR
2004063057893,San Juan,PR
2010071773834,San Juan,PR
2007012219080,San Juan,PR
2006030602537,San Juan,PR
2006042505309,San Juan,PR
2004081161192,San Juan,PR
2007102533943,San Juan,PR
2006091212403,San Juan,PR
2007102634010,San Juan,PR
2007032923185,San Juan,PR
2005063087870,San Juan,PR
2007012619631,San Juan,PR
2008110451850,San Juan,PR
2006121317040,San Juan,PR
2008011537974,San Juan,PR
2007061126608,San Juan,PR
2007012419340,San Juan,PR
2004062156424,San Juan,PR
2009032656934,San Juan,PR
2004091062617,San Juan,PR
2007100533054,San Juan,PR
2008091850107,San Juan,PR
2008031741162,San Juan,PR
2008062346021,San Juan,PR
2006122217706,San Juan,PR
2005032880074,San Juan,PR
2007071328351,San Juan,PR
2006122017425,San Juan,PR
2007062027202,San Juan,PR
2009071361139,San Juan,PR
2004101364912,San Juan,PR
2007080129475,San Juan,PR
2008091249814,San Juan,PR
2008082048877,San Juan,PR
2014021311694,San Juan,PR
2007071828584,San Juan,PR
2006100313558,San Juan,PR
2008010837516,San Juan,PR
2012011990275,San Juan,PR
2008012538600,San Juan,PR
2004122971618,San Juan,PR
2007062627481,San Juan,PR
2005062887466,San Juan,PR
2006031002898,San Juan,PR
2006051005826,San Juan,PR
2006051606414,San Juan,PR
2006090712066,San Juan,PR
2007052225772,San Juan,PR
2008062446053,San Juan,PR
2009061760304,San Juan,PR
2005051184501,San Juan,PR
2005100393615,San Juan,PR
2009051458644,San Juan,PR
2013020801264,San Juan,PR
2008050944060,San Juan,PR
2009043058141,San Juan,PR
2005041382391,San Juan,PR
2008011838176,San Juan,PR
2008060345212,San Juan,PR
2009012754977,San Juan,PR
2008061845862,San Juan,PR
2015012720190,San Juan,PR
2005031578342,San Juan,PR
2013070805032,San Juan,PR
2009051558656,San Juan,PR
2006051906665,San Juan,PR
2008112052575,San Juan,PR
2005010472454,San Juan,PR
2004070958949,San Juan,PR
2007040923652,San Juan,PR
2006081110930,San Juan,PR
2006122017574,San Juan,PR
2007042724645,San Juan,PR
2005030977395,San Juan,PR
2009071761365,San Juan,PR
2008030640505,San Juan,PR
2009050158275,San Juan,PR
2004071559398,San Juan,PR
2006030902867,San Juan,PR
1117547M,San Juan,PR
2007073029302,San Juan,PR
2004091062604,San Juan,PR
2005062987673,San Juan,PR
2013081806002,San Juan,PR
0212027L,San Juan,PR
2008031441055,San Juan,PR
2009112365639,San Juan,PR
2004070858776,San Juan,PR
2007061226753,San Juan,PR
2004072760135,San Juan,PR
2005120697012,San Juan,PR
2007050825101,San Juan,PR
2004051852719,San Juan,PR
